,level_0,Unnamed: 0,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,cardType,isOwnGoal,matchId,cumulative_mins,index,id,h_a,startDate,startTime,score,ftScore,htScore,etScore,venueName,maxMinute,playerName,shotBodyType,situation,shotSixYardBox,shotPenaltyArea,shotOboxTotal,shotOpenPlay,shotCounter,shotSetPiece,shotDirectCorner,shotOffTarget,shotOnPost,shotOnTarget,shotsTotal,shotBlocked,shotRightFoot,shotLeftFoot,shotHead,shotObp,goalSixYardBox,goalPenaltyArea,goalObox,goalOpenPlay,goalCounter,goalSetPiece,penaltyScored,goalOwn,goalNormal,goalRightFoot,goalLeftFoot,goalHead,goalObp,shortPassInaccurate,shortPassAccurate,passCorner,passCornerAccurate,passCornerInaccurate,passFreekick,passBack,passForward,passLeft,passRight,keyPassLong,keyPassShort,keyPassCross,keyPassCorner,keyPassThroughball,keyPassFreekick,keyPassThrowin,keyPassOther,assistCross,assistCorner,assistThroughball,assistFreekick,assistThrowin,assistOther,dribbleLost,dribbleWon,challengeLost,interceptionWon,clearanceHead,outfielderBlock,passCrossBlockedDefensive,outfielderBlockedPass,offsideGiven,offsideProvoked,foulGiven,foulCommitted,yellowCard,voidYellowCard,secondYellow,redCard,turnover,dispossessed,saveLowLeft,saveHighLeft,saveLowCentre,saveHighCentre,saveLowRight,saveHighRight,saveHands,saveFeet,saveObp,saveSixYardBox,savePenaltyArea,saveObox,keeperDivingSave,standingSave,closeMissHigh,closeMissHighLeft,closeMissHighRight,closeMissLeft,closeMissRight,shotOffTargetInsideBox,touches,assist,ballRecovery,clearanceEffective,clearanceTotal,clearanceOffTheLine,dribbleLastman,errorLeadsToGoal,errorLeadsToShot,intentionalAssist,interceptionAll,interceptionIntheBox,keeperClaimHighLost,keeperClaimHighWon,keeperClaimLost,keeperClaimWon,keeperOneToOneWon,parriedDanger,parriedSafe,collected,keeperPenaltySaved,keeperSaveInTheBox,keeperSaveTotal,keeperSmother,keeperSweeperLost,keeperMissed,passAccurate,passBackZoneInaccurate,passForwardZoneAccurate,passInaccurate,passAccuracy,cornerAwarded,passKey,passChipped,passCrossAccurate,passCrossInaccurate,passLongBallAccurate,passLongBallInaccurate,passThroughBallAccurate,passThroughBallInaccurate,passThroughBallInacurate,passFreekickAccurate,passFreekickInaccurate,penaltyConceded,penaltyMissed,penaltyWon,passRightFoot,passLeftFoot,passHead,sixYardBlock,tackleLastMan,tackleLost,tackleWon,cleanSheetGK,cleanSheetDL,cleanSheetDC,cleanSheetDR,cleanSheetDML,cleanSheetDMC,cleanSheetDMR,cleanSheetML,cleanSheetMC,cleanSheetMR,cleanSheetAML,cleanSheetAMC,cleanSheetAMR,cleanSheetFWL,cleanSheetFW,cleanSheetFWR,cleanSheetSub,goalConcededByTeamGK,goalConcededByTeamDL,goalConcededByTeamDC,goalConcededByTeamDR,goalConcededByTeamDML,goalConcededByTeamDMC,goalConcededByTeamDMR,goalConcededByTeamML,goalConcededByTeamMC,goalConcededByTeamMR,goalConcededByTeamAML,goalConcededByTeamAMC,goalConcededByTeamAMR,goalConcededByTeamFWL,goalConcededByTeamFW,goalConcededByTeamFWR,goalConcededByTeamSub,goalConcededOutsideBoxGoalkeeper,goalScoredByTeamGK,goalScoredByTeamDL,goalScoredByTeamDC,goalScoredByTeamDR,goalScoredByTeamDML,goalScoredByTeamDMC,goalScoredByTeamDMR,goalScoredByTeamML,goalScoredByTeamMC,goalScoredByTeamMR,goalScoredByTeamAML,goalScoredByTeamAMC,goalScoredByTeamAMR,goalScoredByTeamFWL,goalScoredByTeamFW,goalScoredByTeamFWR,goalScoredByTeamSub,aerialSuccess,duelAerialWon,duelAerialLost,offensiveDuel,defensiveDuel,bigChanceMissed,bigChanceScored,bigChanceCreated,overrun,successfulFinalThirdPasses,punches,penaltyShootoutScored,penaltyShootoutMissedOffTarget,penaltyShootoutSaved,penaltyShootoutSavedGK,penaltyShootoutConcededGK,throwIn,subOn,subOff,defensiveThird,midThird,finalThird,pos,Women,relatedevent,Assisted,takeOn,a_passCrossAccurate,a_passThroughBallAccurate,a_passChipped,last_action,a_def,a_pass,xG,assist_cross,assist_throughball,assist_pass,assist_def
9,940,940,471.0,50.0,43.0,197,87.2,27.1,53.0,SecondHalf,MissedShots,Successful,"[{'type': 'BoxRight'}, {'type': 'GoalMouthZ', 'value': '5.6'}, {'type': 'RightFoot'}, {'type': 'Assisted'}, {'type': 'RelatedEventId', 'value': '470'}, {'type': 'Zone', 'value': 'Center'}, {'type': 'RegularPlay'}, {'type': 'IndividualPlay'}, {'type': 'GoalMouthY', 'value': '63.4'}, {'type': 'MissLeft'}]","['touches', 'shotOffTarget', 'shotOffTargetInsideBox', 'shotsTotal', 'shotPenaltyArea', 'shotOpenPlay', 'shotRightFoot']",True,427832.0,,,,,5.6,63.4,1.0,470.0,140744.0,0.0,False,,1827819,50.71666666666667,912.0,2762254123.0,h,2024-12-26T00:00:00,2024-12-26T15:00:00,3 : 2,3 : 2,1 : 0,,The Kassam Stadium,94.0,Rúben Rodrigues,RightFoot,OpenPlay,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,"['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passKey', 'successfulFinalThirdPasses', 'keyPassShort', 'keyPassOther', 'passForward', 'passLeft', 'finalThird', 'pos']",1,0,0,0,0,0,0,1,0.013857020065188408,0,0,1,0
10,958,958,484.0,52.0,16.0,197,93.1,52.4,55.0,SecondHalf,Goal,Successful,"[{'type': 'GoalMouthZ', 'value': '13.9'}, {'type': 'FirstTouch'}, {'type': 'BoxCentre'}, {'type': 'Zone', 'value': 'Center'}, {'type': 'GoalMouthY', 'value': '47.4'}, {'type': 'IntentionalAssist'}, {'type': 'Head'}, {'type': 'LowRight'}, {'type': 'RelatedEventId', 'value': '483'}, {'type': 'Assisted'}, {'type': 'FromCorner'}]","['touches', 'goalNormal', 'shotOnTarget', 'shotsTotal', 'shotPenaltyArea', 'shotSetPiece', 'shotHead', 'goalPenaltyArea', 'goalSetPiece', 'goalHead']",True,362809.0,,,,,13.9,47.4,1.0,483.0,382361.0,1.0,False,,1827819,52.266666666666666,930.0,2762256409.0,h,2024-12-26T00:00:00,2024-12-26T15:00:00,3 : 2,3 : 2,1 : 0,,The Kassam Stadium,94.0,Ciaron Brown,Head,FromCorner,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,"['touches', 'assist', 'intentionalAssist', 'passForwardZoneAccurate', 'passKey', 'passRightFoot', 'passChipped', 'passCrossAccurate', 'passCorner', 'passCornerAccurate', 'passFreekick', 'keyPassLong', 'keyPassCross', 'keyPassCorner', 'assistCross', 'assistCorner', 'passBack', 'passLeft', 'finalThird', 'pos']",1,0,1,0,0,0,0,0,0.156105637550354,1,0,0,0
11,977,977,492.0,54.0,12.0,197,71.0,50.3,57.0,SecondHalf,SavedShot,Successful,"[{'type': 'IndividualPlay'}, {'type': 'Assisted'}, {'type': 'RelatedEventId', 'value': '491'}, {'type': 'BlockedX', 'value': '97.7'}, {'type': 'BlockedY', 'value': '49.6'}, {'type': 'GoalMouthZ', 'value': '11.4'}, {'type': 'OppositeRelatedEvent', 'value': '528'}, {'type': 'RightFoot'}, {'type': 'FirstTouch'}, {'type': 'RegularPlay'}, {'type': 'OutOfBoxCentre'}, {'type': 'GoalMouthY', 'value': '50.5'}, {'type': 'LowCentre'}, {'type': 'Zone', 'value': 'Center'}]","['touches', 'shotOnTarget', 'shotsTotal', 'shotOboxTotal', 'shotOpenPlay', 'shotRightFoot']",True,141513.0,,,97.7,49.6,11.4,50.5,1.0,491.0,377190.0,0.0,False,,1827819,54.2,949.0,2762259223.0,h,2024-12-26T00:00:00,2024-12-26T15:00:00,3 : 2,3 : 2,1 : 0,,The Kassam Stadium,94.0,Cameron Brannagan,RightFoot,OpenPlay,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,"['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passKey', 'successfulFinalThirdPasses', 'keyPassShort', 'keyPassOther', 'passBack', 'passRight', 'finalThird', 'pos']",1,0,0,0,0,0,0,1,0.016523635014891624,0,0,1,0
12,1010,1010,500.0,56.0,8.0,197,74.3,36.4,59.0,SecondHalf,Goal,Successful,"[{'type': 'Zone', 'value': 'Center'}, {'type': 'RelatedEventId', 'value': '498'}, {'type': 'GoalMouthY', 'value': '46.4'}, {'type': 'LeftFoot'}, {'type': 'GoalMouthZ', 'value': '31.0'}, {'type': 'HighRight'}, {'type': 'RegularPlay'}, {'type': 'OutOfBoxCentre'}, {'type': 'Assisted'}, {'type': 'IndividualPlay'}]","['touches', 'goalNormal', 'shotOnTarget', 'shotsTotal', 'shotOboxTotal', 'shotOpenPlay', 'shotLeftFoot', 'goalObox', 'goalOpenPlay', 'goalLeftFoot']",True,377190.0,,,,,31.0,46.4,1.0,498.0,362809.0,1.0,False,,1827819,56.13333333333333,978.0,2762262279.0,h,2024-12-26T00:00:00,2024-12-26T15:00:00,3 : 2,3 : 2,1 : 0,,The Kassam Stadium,94.0,Przemyslaw Placheta,LeftFoot,OpenPlay,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,"['touches', 'assist', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passKey', 'passHead', 'keyPassShort', 'keyPassOther', 'assistOther', 'passForward', 'passRight', 'midThird', 'pos']",1,0,0,0,0,0,0,1,0.02549946866929531,0,0,1,0
13,1070,1070,598.0,60.0,17.0,188,76.5,28.5,63.0,SecondHalf,MissedShots,Successful,"[{'type': 'RegularPlay'}, {'type': 'GoalMouthZ', 'value': '72.2'}, {'type': 'HighLeft'}, {'type': 'IndividualPlay'}, {'type': 'Zone', 'value': 'Center'}, {'type': 'Assisted'}, {'type': 'GoalMouthY', 'value': '59.7'}, {'type': 'OutOfBoxCentre'}, {'type': 'RelatedEventId', 'value': '597'}, {'type': 'LeftFoot'}]","['touches', 'shotOffTarget', 'shotsTotal', 'shotOboxTotal', 'shotOpenPlay', 'shotLeftFoot']",True,409652.0,,,,,72.2,59.7,1.0,597.0,315558.0,0.0,False,,1827819,60.28333333333333,1038.0,2762268427.0,a,2024-12-26T00:00:00,2024-12-26T15:00:00,3 : 2,3 : 2,1 : 0,,The Kassam Stadium,94.0,Rubin Colwill,LeftFoot,OpenPlay,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,"['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passKey', 'successfulFinalThirdPasses', 'keyPassShort', 'keyPassOther', 'passBack', 'passLeft', 'finalThird', 'pos']",1,0,0,0,0,0,0,1,0.01219247281551361,0,0,1,0
14,1090,1090,526.0,61.0,24.0,197,72.5,59.3,64.0,SecondHalf,MissedShots,Successful,"[{'type': 'Zone', 'value': 'Center'}, {'type': 'Assisted'}, {'type': 'OutOfBoxCentre'}, {'type': 'Volley'}, {'type': 'RightFoot'}, {'type': 'IndividualPlay'}, {'type': 'RelatedEventId', 'value': '525'}, {'type': 'RegularPlay'}, {'type': 'GoalMouthY', 'value': '57.0'}, {'type': 'GoalMouthZ', 'value': '13.9'}]","['touches', 'shotOffTarget', 'shotsTotal', 'closeMissLeft', 'shotOboxTotal', 'shotOpenPlay', 'shotRightFoot']",True,332544.0,,,,,13.9,57.0,1.0,525.0,382361.0,0.0,False,,1827819,61.4,1058.0,2762269881.0,h,2024-12-26T00:00:00,2024-12-26T15:00:00,3 : 2,3 : 2,1 : 0,,The Kassam Stadium,94.0,Mark Harris,RightFoot,OpenPlay,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,"['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passKey', 'successfulFinalThirdPasses', 'keyPassShort', 'keyPassOther', 'passForward', 'passRight', 'finalThird', 'pos']",1,0,0,0,0,0,0,1,0.008132866583764553,0,0,1,0
15,1290,1290,629.0,74.0,29.0,197,94.0,45.8,77.0,SecondHalf,MissedShots,Successful,"[{'type': 'FirstTouch'}, {'type': 'BoxCentre'}, {'type': 'Assisted'}, {'type': 'RelatedEventId', 'value': '627'}, {'type': 'GoalMouthZ', 'value': '63.9'}, {'type': 'HighRight'}, {'type': 'Head'}, {'type': 'Zone', 'value': 'Center'}, {'type': 'IntentionalAssist'}, {'type': 'GoalMouthY', 'value': '41.5'}, {'type': 'FromCorner'}]","['touches', 'shotOffTarget', 'shotOffTargetInsideBox', 'shotsTotal', 'shotPenaltyArea', 'shotSetPiece', 'shotHead']",True,362809.0,,,,,63.9,41.5,1.0,627.0,382361.0,0.0,False,,1827819,74.48333333333333,1254.0,2762288833.0,h,2024-12-26T00:00:00,2024-12-26T15:00:00,3 : 2,3 : 2,1 : 0,,The Kassam Stadium,94.0,Ciaron Brown,Head,FromCorner,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,"['touches', 'passForwardZoneAccurate', 'passKey', 'passRightFoot', 'passChipped', 'passCrossAccurate', 'passCorner', 'passCornerAccurate', 'passFreekick', 'keyPassShort', 'keyPassCross', 'keyPassCorner', 'passBack', 'passLeft', 'finalThird', 'pos']",1,0,1,0,0,0,0,0,0.1843084692955017,1,0,0,0
16,1330,1330,653.0,76.0,13.0,197,72.9,37.7,79.0,SecondHalf,SavedShot,Successful,"[{'type': 'Blocked'}, {'type': 'OutOfBoxCentre'}, {'type': 'Assisted'}, {'type': 'BlockedY', 'value': '44.2'}, {'type': 'HighLeft'}, {'type': 'Zone', 'value': 'Center'}, {'type': 'OppositeRelatedEvent', 'value': '731'}, {'type': 'GoalMouthY', 'value': '53.9'}, {'type': 'GoalMouthZ', 'value': '27.8'}, {'type': 'LeftFoot'}, {'type': 'RegularPlay'}, {'type': 'BlockedX', 'value': '85.1'}, {'type': 'RelatedEventId', 'value': '652'}, {'type': 'IndividualPlay'}]","['touches', 'shotsTotal', 'shotOboxTotal', 'shotOpenPlay', 'shotBlocked', 'shotLeftFoot']",True,141513.0,,,85.1,44.2,27.8,53.9,1.0,652.0,140744.0,0.0,False,,1827819,76.21666666666667,1294.0,2762291499.0,h,2024-12-26T00:00:00,2024-12-26T15:00:00,3 : 2,3 : 2,1 : 0,,The Kassam Stadium,94.0,Cameron Brannagan,LeftFoot,OpenPlay,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,"['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passKey', 'successfulFinalThirdPasses', 'keyPassShort', 'keyPassOther', 'passBack', 'passLeft', 'finalThird', 'pos']",1,0,0,0,0,0,0,1,0.035404279828071594,0,0,1,0
17,1332,1332,654.0,76.0,16.0,197,78.7,53.3,79.0,SecondHalf,SavedShot,Successful,"[{'type': 'BlockedX', 'value': '98.4'}, {'type': 'Zone', 'value': 'Center'}, {'type': 'LeftFoot'}, {'type': 'LowCentre'}, {'type': 'GoalMouthZ', 'value': '3.8'}, {'type': 'RegularPlay'}, {'type': 'BlockedY', 'value': '50.2'}, {'type': 'FirstTouch'}, {'type': 'OutOfBoxCentre'}, {'type': 'Volley'}, {'type': 'OppositeRelatedEvent', 'value': '732'}, {'type': 'GoalMouthY', 'value': '51.6'}]","['touches', 'shotOnTarget', 'shotsTotal', 'shotOboxTotal', 'shotOpenPlay', 'shotLeftFoot']",True,141513.0,,,98.4,50.2,3.8,51.6,1.0,,,0.0,False,,1827819,76.26666666666667,1296.0,2762291601.0,h,2024-12-26T00:00:00,2024-12-26T15:00:00,3 : 2,3 : 2,1 : 0,,The Kassam Stadium,94.0,Cameron Brannagan,LeftFoot,OpenPlay,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,"1330    SavedShot
Name: type, dtype: object",0,0,0.05793904513120651,0,0,0,0
18,1415,1415,784.0,81.0,42.0,188,89.9,36.2,84.0,SecondHalf,Goal,Successful,"[{'type': 'RegularPlay'}, {'type': 'Zone', 'value': 'Center'}, {'type': 'RightFoot'}, {'type': 'IntentionalAssist'}, {'type': 'RelatedEventId', 'value': '783'}, {'type': 'GoalMouthY', 'value': '50.6'}, {'type': 'BoxRight'}, {'type': 'Assisted'}, {'type': 'GoalMouthZ', 'value': '1.3'}, {'type': 'LowCentre'}]","['touches', 'goalNormal', 'shotOnTarget', 'shotsTotal', 'shotPenaltyArea', 'shotOpenPlay', 'shotRightFoot', 'goalPenaltyArea', 'goalOpenPlay', 'goalRightFoot']",True,496445.0,,,,,1.3,50.6,1.0,783.0,536293.0,1.0,False,,1827819,81.7,1374.0,2762299285.0,a,2024-12-26T00:00:00,2024-12-26T15:00:00,3 : 2,3 : 2,1 : 0,,The Kassam Stadium,94.0,Cian Ashford,RightFoot,OpenPlay,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,"['touches', 'assist', 'intentionalAssist', 'passForwardZoneAccurate', 'passKey', 'passRightFoot', 'passCrossAccurate', 'keyPassShort', 'keyPassCross', 'assistCross', 'passForward', 'passLeft', 'finalThird', 'pos']",1,0,1,0,0,0,0,0,0.07984157651662827,1,0,0,0
19,1630,1630,927.0,94.0,9.0,188,91.8,57.9,97.0,SecondHalf,SavedShot,Successful,"[{'type': 'Zone', 'value': 'Center'}, {'type': 'IntentionalAssist'}, {'type': 'RelatedEventId', 'value': '925'}, {'type': 'Blocked'}, {'type': 'BlockedY', 'value': '57.0'}, {'type': 'LowCentre'}, {'type': 'GoalMouthY', 'value': '51.6'}, {'type': 'GoalMouthZ', 'value': '19'}, {'type': 'BoxCentre'}, {'type': 'OppositeRelatedEvent', 'value': '767'}, {'type': 'BlockedX', 'value': '92.9'}, {'type': 'SetPiece'}, {'type': 'Assisted'}, {'type': 'Head'}, {'type': 'FirstTouch'}]","['touches', 'shotsTotal', 'shotPenaltyArea', 'shotSetPiece', 'shotBlocked', 'shotHead']",True,124316.0,,,92.9,57.0,19.0,51.6,1.0,925.0,421238.0,0.0,False,,1827819,94.15,1585.0,2762317535.0,a,2024-12-26T00:00:00,2024-12-26T15:00:00,3 : 2,3 : 2,1 : 0,,The Kassam Stadium,94.0,Calum Chambers,Head,SetPiece,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,"['touches', 'passForwardZoneAccurate', 'passKey', 'passRightFoot', 'passChipped', 'passCrossAccurate', 'keyPassShort', 'keyPassCross', 'keyPassFreekick', 'passForward', 'passLeft', 'finalThird', 'pos']",1,0,1,0,0,0,0,0,0.04710834473371506,1,0,0,0
