,level_0,Unnamed: 0,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,cardType,isOwnGoal,matchId,cumulative_mins,index,id,h_a,startDate,startTime,score,ftScore,htScore,etScore,venueName,maxMinute,playerName,shotBodyType,situation,shotSixYardBox,shotPenaltyArea,shotOboxTotal,shotOpenPlay,shotCounter,shotSetPiece,shotDirectCorner,shotOffTarget,shotOnPost,shotOnTarget,shotsTotal,shotBlocked,shotRightFoot,shotLeftFoot,shotHead,shotObp,goalSixYardBox,goalPenaltyArea,goalObox,goalOpenPlay,goalCounter,goalSetPiece,penaltyScored,goalOwn,goalNormal,goalRightFoot,goalLeftFoot,goalHead,goalObp,shortPassInaccurate,shortPassAccurate,passCorner,passCornerAccurate,passCornerInaccurate,passFreekick,passBack,passForward,passLeft,passRight,keyPassLong,keyPassShort,keyPassCross,keyPassCorner,keyPassThroughball,keyPassFreekick,keyPassThrowin,keyPassOther,assistCross,assistCorner,assistThroughball,assistFreekick,assistThrowin,assistOther,dribbleLost,dribbleWon,challengeLost,interceptionWon,clearanceHead,outfielderBlock,passCrossBlockedDefensive,outfielderBlockedPass,offsideGiven,offsideProvoked,foulGiven,foulCommitted,yellowCard,voidYellowCard,secondYellow,redCard,turnover,dispossessed,saveLowLeft,saveHighLeft,saveLowCentre,saveHighCentre,saveLowRight,saveHighRight,saveHands,saveFeet,saveObp,saveSixYardBox,savePenaltyArea,saveObox,keeperDivingSave,standingSave,closeMissHigh,closeMissHighLeft,closeMissHighRight,closeMissLeft,closeMissRight,shotOffTargetInsideBox,touches,assist,ballRecovery,clearanceEffective,clearanceTotal,clearanceOffTheLine,dribbleLastman,errorLeadsToGoal,errorLeadsToShot,intentionalAssist,interceptionAll,interceptionIntheBox,keeperClaimHighLost,keeperClaimHighWon,keeperClaimLost,keeperClaimWon,keeperOneToOneWon,parriedDanger,parriedSafe,collected,keeperPenaltySaved,keeperSaveInTheBox,keeperSaveTotal,keeperSmother,keeperSweeperLost,keeperMissed,passAccurate,passBackZoneInaccurate,passForwardZoneAccurate,passInaccurate,passAccuracy,cornerAwarded,passKey,passChipped,passCrossAccurate,passCrossInaccurate,passLongBallAccurate,passLongBallInaccurate,passThroughBallAccurate,passThroughBallInaccurate,passThroughBallInacurate,passFreekickAccurate,passFreekickInaccurate,penaltyConceded,penaltyMissed,penaltyWon,passRightFoot,passLeftFoot,passHead,sixYardBlock,tackleLastMan,tackleLost,tackleWon,cleanSheetGK,cleanSheetDL,cleanSheetDC,cleanSheetDR,cleanSheetDML,cleanSheetDMC,cleanSheetDMR,cleanSheetML,cleanSheetMC,cleanSheetMR,cleanSheetAML,cleanSheetAMC,cleanSheetAMR,cleanSheetFWL,cleanSheetFW,cleanSheetFWR,cleanSheetSub,goalConcededByTeamGK,goalConcededByTeamDL,goalConcededByTeamDC,goalConcededByTeamDR,goalConcededByTeamDML,goalConcededByTeamDMC,goalConcededByTeamDMR,goalConcededByTeamML,goalConcededByTeamMC,goalConcededByTeamMR,goalConcededByTeamAML,goalConcededByTeamAMC,goalConcededByTeamAMR,goalConcededByTeamFWL,goalConcededByTeamFW,goalConcededByTeamFWR,goalConcededByTeamSub,goalConcededOutsideBoxGoalkeeper,goalScoredByTeamGK,goalScoredByTeamDL,goalScoredByTeamDC,goalScoredByTeamDR,goalScoredByTeamDML,goalScoredByTeamDMC,goalScoredByTeamDMR,goalScoredByTeamML,goalScoredByTeamMC,goalScoredByTeamMR,goalScoredByTeamAML,goalScoredByTeamAMC,goalScoredByTeamAMR,goalScoredByTeamFWL,goalScoredByTeamFW,goalScoredByTeamFWR,goalScoredByTeamSub,aerialSuccess,duelAerialWon,duelAerialLost,offensiveDuel,defensiveDuel,bigChanceMissed,bigChanceScored,bigChanceCreated,overrun,successfulFinalThirdPasses,punches,penaltyShootoutScored,penaltyShootoutMissedOffTarget,penaltyShootoutSaved,penaltyShootoutSavedGK,penaltyShootoutConcededGK,throwIn,subOn,subOff,defensiveThird,midThird,finalThird,pos,Women,relatedevent,Assisted,takeOn,a_passCrossAccurate,a_passThroughBallAccurate,a_passChipped,last_action,a_def,a_pass,xG,assist_cross,assist_throughball,assist_pass,assist_def
11,976,976,580.0,56.0,4.0,182,85.2,50.1,58.0,SecondHalf,MissedShots,Successful,"[{'type': 'LeftFoot'}, {'type': 'Volley'}, {'type': 'BoxCentre'}, {'type': 'RelatedEventId', 'value': '579'}, {'type': 'MissHigh'}, {'type': 'FirstTouch'}, {'type': 'GoalMouthY', 'value': '51.9'}, {'type': 'IntentionalAssist'}, {'type': 'Zone', 'value': 'Center'}, {'type': 'GoalMouthZ', 'value': '93.1'}, {'type': 'RegularPlay'}, {'type': 'Assisted'}]","['touches', 'shotOffTarget', 'shotOffTargetInsideBox', 'shotsTotal', 'shotPenaltyArea', 'shotOpenPlay', 'shotLeftFoot']",True,342875.0,,,,,93.1,51.9,1.0,579.0,362165.0,0.0,False,,1826874,56.06666666666667,943.0,2707226521.0,a,2024-08-10T00:00:00,2024-08-10T12:30:00,1 : 1,1 : 1,0 : 0,,The MKM Stadium,96.0,Max Bird,LeftFoot,OpenPlay,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,"['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passKey', 'passHead', 'successfulFinalThirdPasses', 'keyPassShort', 'keyPassOther', 'passForward', 'passRight', 'finalThird', 'pos']",1,0,0,0,0,0,0,1,0.07232514768838882,0,0,1,0
12,986,986,585.0,56.0,54.0,182,90.8,72.6,58.0,SecondHalf,SavedShot,Successful,"[{'type': 'Blocked'}, {'type': 'RegularPlay'}, {'type': 'BlockedX', 'value': '92.7'}, {'type': 'LowRight'}, {'type': 'Assisted'}, {'type': 'Zone', 'value': 'Center'}, {'type': 'GoalMouthZ', 'value': '18.1'}, {'type': 'RelatedEventId', 'value': '584'}, {'type': 'BoxLeft'}, {'type': 'GoalMouthY', 'value': '45.9'}, {'type': 'RightFoot'}, {'type': 'OppositeRelatedEvent', 'value': '486'}, {'type': 'BlockedY', 'value': '68.2'}]","['touches', 'shotsTotal', 'shotPenaltyArea', 'shotOpenPlay', 'shotBlocked', 'shotRightFoot']",True,403757.0,,,92.7,68.2,18.1,45.9,1.0,584.0,342875.0,0.0,False,,1826874,56.9,953.0,2707227221.0,a,2024-08-10T00:00:00,2024-08-10T12:30:00,1 : 1,1 : 1,0 : 0,,The MKM Stadium,96.0,Anis Mehmeti,RightFoot,OpenPlay,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,"['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passKey', 'successfulFinalThirdPasses', 'keyPassShort', 'keyPassOther', 'passForward', 'passLeft', 'finalThird', 'pos']",1,0,0,0,0,0,0,1,0.01822972111403942,0,0,1,0
13,1065,1065,542.0,63.0,4.0,214,80.0,36.4,65.0,SecondHalf,SavedShot,Successful,"[{'type': 'GoalMouthZ', 'value': '19'}, {'type': 'BlockedX', 'value': '86.9'}, {'type': 'LeftFoot'}, {'type': 'OutOfBoxCentre'}, {'type': 'DirectFreekick'}, {'type': 'LowLeft'}, {'type': 'Blocked'}, {'type': 'GoalMouthY', 'value': '51.9'}, {'type': 'BlockedY', 'value': '41.5'}, {'type': 'Zone', 'value': 'Center'}, {'type': 'OppositeRelatedEvent', 'value': '615'}]","['touches', 'shotsTotal', 'shotOboxTotal', 'shotSetPiece', 'shotBlocked', 'shotLeftFoot']",True,343468.0,,,86.9,41.5,19.0,51.9,1.0,,,0.0,False,,1826874,63.06666666666667,1029.0,2707231595.0,h,2024-08-10T00:00:00,2024-08-10T12:30:00,1 : 1,1 : 1,0 : 0,,The MKM Stadium,96.0,Abdülkadir Ömür,LeftFoot,DirectFreekick,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,"1062    Foul
Name: type, dtype: object",0,0,0.07076530903577805,0,0,0,0
14,1162,1162,593.0,68.0,37.0,214,85.3,66.9,70.0,SecondHalf,SavedShot,Successful,"[{'type': 'Blocked'}, {'type': 'IndividualPlay'}, {'type': 'BoxLeft'}, {'type': 'OppositeRelatedEvent', 'value': '671'}, {'type': 'BlockedY', 'value': '62.6'}, {'type': 'RegularPlay'}, {'type': 'Assisted'}, {'type': 'GoalMouthY', 'value': '49.1'}, {'type': 'RightFoot'}, {'type': 'GoalMouthZ', 'value': '9.7'}, {'type': 'LowCentre'}, {'type': 'BlockedX', 'value': '88.9'}, {'type': 'RelatedEventId', 'value': '591'}, {'type': 'Zone', 'value': 'Center'}]","['touches', 'shotsTotal', 'shotPenaltyArea', 'shotOpenPlay', 'shotBlocked', 'shotRightFoot']",True,391821.0,,,88.9,62.6,9.7,49.1,1.0,591.0,430292.0,0.0,False,,1826874,68.61666666666666,1127.0,2707234833.0,h,2024-08-10T00:00:00,2024-08-10T12:30:00,1 : 1,1 : 1,0 : 0,,The MKM Stadium,96.0,Liam Millar,RightFoot,OpenPlay,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,"['touches', 'interceptionAll', 'passKey', 'interceptionWon', 'keyPassShort', 'keyPassOther']",1,0,0,0,0,0,0,0,0.020973237231373787,0,0,0,0
15,1214,1214,627.0,71.0,5.0,214,84.1,48.8,73.0,SecondHalf,MissedShots,Successful,"[{'type': 'GoalMouthY', 'value': '46.4'}, {'type': 'Zone', 'value': 'Center'}, {'type': 'MissHigh'}, {'type': 'IntentionalAssist'}, {'type': 'RightFoot'}, {'type': 'GoalMouthZ', 'value': '88.9'}, {'type': 'BoxCentre'}, {'type': 'RelatedEventId', 'value': '626'}, {'type': 'RegularPlay'}, {'type': 'FirstTouch'}, {'type': 'Assisted'}]","['touches', 'shotOffTarget', 'shotOffTargetInsideBox', 'shotsTotal', 'shotPenaltyArea', 'shotOpenPlay', 'shotRightFoot']",True,285642.0,,,,,88.9,46.4,1.0,626.0,422399.0,0.0,False,,1826874,71.08333333333333,1174.0,2707235987.0,h,2024-08-10T00:00:00,2024-08-10T12:30:00,1 : 1,1 : 1,0 : 0,,The MKM Stadium,96.0,Marvin Mehlem,RightFoot,OpenPlay,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,"['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passKey', 'successfulFinalThirdPasses', 'keyPassShort', 'keyPassOther', 'passBack', 'passLeft', 'finalThird', 'pos']",1,0,0,0,0,0,0,1,0.09109848737716675,0,0,1,0
16,1235,1235,705.0,72.0,48.0,182,78.5,30.3,74.0,SecondHalf,MissedShots,Successful,"[{'type': 'RegularPlay'}, {'type': 'RelatedEventId', 'value': '704'}, {'type': 'OutOfBoxCentre'}, {'type': 'Assisted'}, {'type': 'GoalMouthZ', 'value': '5.6'}, {'type': 'GoalMouthY', 'value': '42.2'}, {'type': 'LeftFoot'}, {'type': 'IndividualPlay'}, {'type': 'Zone', 'value': 'Center'}]","['touches', 'shotOffTarget', 'shotsTotal', 'closeMissRight', 'shotOboxTotal', 'shotOpenPlay', 'shotLeftFoot']",True,403757.0,,,,,5.6,42.2,1.0,704.0,374779.0,0.0,False,,1826874,72.8,1195.0,2707236713.0,a,2024-08-10T00:00:00,2024-08-10T12:30:00,1 : 1,1 : 1,0 : 0,,The MKM Stadium,96.0,Anis Mehmeti,LeftFoot,OpenPlay,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,"['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passKey', 'successfulFinalThirdPasses', 'keyPassShort', 'keyPassOther', 'passForward', 'passRight', 'finalThird', 'pos']",1,0,0,0,0,0,0,1,0.13337919116020203,0,0,1,0
17,1246,1246,642.0,73.0,26.0,214,92.7,31.9,75.0,SecondHalf,SavedShot,Successful,"[{'type': 'RightFoot'}, {'type': 'HighCentre'}, {'type': 'GoalMouthY', 'value': '48.3'}, {'type': 'FirstTouch'}, {'type': 'BlockedX', 'value': '98.6'}, {'type': 'Assisted'}, {'type': 'IntentionalAssist'}, {'type': 'BoxRight'}, {'type': 'BlockedY', 'value': '45.8'}, {'type': 'GoalMouthZ', 'value': '21.5'}, {'type': 'RelatedEventId', 'value': '641'}, {'type': 'OppositeRelatedEvent', 'value': '708'}, {'type': 'Zone', 'value': 'Center'}, {'type': 'RegularPlay'}]","['touches', 'shotOnTarget', 'shotsTotal', 'shotPenaltyArea', 'shotOpenPlay', 'shotRightFoot']",True,422399.0,,,98.6,45.8,21.5,48.3,1.0,641.0,430292.0,0.0,False,,1826874,73.43333333333334,1205.0,2707237093.0,h,2024-08-10T00:00:00,2024-08-10T12:30:00,1 : 1,1 : 1,0 : 0,,The MKM Stadium,96.0,William Jarvis,RightFoot,OpenPlay,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,"['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passKey', 'successfulFinalThirdPasses', 'keyPassShort', 'keyPassOther', 'passForward', 'passRight', 'finalThird', 'pos']",1,0,0,0,0,0,0,1,0.034790609031915665,0,0,1,0
18,1334,1334,697.0,78.0,54.0,214,75.3,72.9,80.0,SecondHalf,MissedShots,Successful,"[{'type': 'OutOfBoxCentre'}, {'type': 'MissHigh'}, {'type': 'IndividualPlay'}, {'type': 'GoalMouthZ', 'value': '100'}, {'type': 'Zone', 'value': 'Center'}, {'type': 'RightFoot'}, {'type': 'GoalMouthY', 'value': '49.1'}, {'type': 'RegularPlay'}]","['touches', 'shotOffTarget', 'shotsTotal', 'shotOboxTotal', 'shotOpenPlay', 'shotRightFoot']",True,391821.0,,,,,100.0,49.1,1.0,,,0.0,False,,1826874,78.9,1290.0,2707240697.0,h,2024-08-10T00:00:00,2024-08-10T12:30:00,1 : 1,1 : 1,0 : 0,,The MKM Stadium,96.0,Liam Millar,RightFoot,OpenPlay,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0,1,0,0,0,"1332    TakeOn
Name: type, dtype: object",0,0,0.002533422550186515,0,0,0,0
19,1351,1351,757.0,80.0,3.0,182,93.0,67.7,82.0,SecondHalf,MissedShots,Successful,"[{'type': 'RegularPlay'}, {'type': 'GoalMouthY', 'value': '48.1'}, {'type': 'MissHigh'}, {'type': 'IntentionalAssist'}, {'type': 'FirstTouch'}, {'type': 'GoalMouthZ', 'value': '73.6'}, {'type': 'LeftFoot'}, {'type': 'Zone', 'value': 'Center'}, {'type': 'RelatedEventId', 'value': '756'}, {'type': 'Assisted'}, {'type': 'BoxLeft'}]","['touches', 'shotOffTarget', 'shotOffTargetInsideBox', 'shotsTotal', 'shotPenaltyArea', 'shotOpenPlay', 'shotLeftFoot']",True,407628.0,,,,,73.6,48.1,1.0,756.0,362165.0,0.0,False,,1826874,80.05,1307.0,2707241429.0,a,2024-08-10T00:00:00,2024-08-10T12:30:00,1 : 1,1 : 1,0 : 0,,The MKM Stadium,96.0,Sam Bell,LeftFoot,OpenPlay,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,"['touches', 'passForwardZoneAccurate', 'passAccurate', 'passKey', 'passLongBallAccurate', 'successfulFinalThirdPasses', 'keyPassLong', 'keyPassOther', 'passForward', 'passRight', 'finalThird', 'pos']",1,0,0,0,0,0,0,1,0.05914417281746864,0,0,1,0
20,1367,1367,765.0,81.0,31.0,182,80.5,48.1,83.0,SecondHalf,SavedShot,Successful,"[{'type': 'RelatedEventId', 'value': '764'}, {'type': 'OppositeRelatedEvent', 'value': '716'}, {'type': 'BlockedY', 'value': '48.6'}, {'type': 'IndividualPlay'}, {'type': 'Assisted'}, {'type': 'GoalMouthY', 'value': '53.6'}, {'type': 'OutOfBoxCentre'}, {'type': 'Zone', 'value': 'Center'}, {'type': 'BlockedX', 'value': '82.9'}, {'type': 'LowLeft'}, {'type': 'RegularPlay'}, {'type': 'RightFoot'}, {'type': 'Blocked'}, {'type': 'GoalMouthZ', 'value': '16.7'}]","['touches', 'shotsTotal', 'shotOboxTotal', 'shotOpenPlay', 'shotBlocked', 'shotRightFoot']",True,403757.0,,,82.9,48.6,16.7,53.6,1.0,764.0,407628.0,0.0,False,,1826874,81.51666666666667,1322.0,2707242445.0,a,2024-08-10T00:00:00,2024-08-10T12:30:00,1 : 1,1 : 1,0 : 0,,The MKM Stadium,96.0,Anis Mehmeti,RightFoot,OpenPlay,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,"['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passKey', 'successfulFinalThirdPasses', 'keyPassShort', 'keyPassOther', 'passBack', 'passRight', 'finalThird', 'pos']",1,0,0,0,0,0,0,1,0.011667595244944096,0,0,1,0
21,1378,1378,772.0,82.0,31.0,182,90.2,55.2,84.0,SecondHalf,MissedShots,Successful,"[{'type': 'FirstTouch'}, {'type': 'FromCorner'}, {'type': 'Zone', 'value': 'Center'}, {'type': 'Head'}, {'type': 'IntentionalAssist'}, {'type': 'GoalMouthZ', 'value': '8.3'}, {'type': 'Assisted'}, {'type': 'RelatedEventId', 'value': '771'}, {'type': 'MissLeft'}, {'type': 'BoxCentre'}, {'type': 'GoalMouthY', 'value': '69.9'}]","['touches', 'shotOffTarget', 'shotOffTargetInsideBox', 'shotsTotal', 'shotPenaltyArea', 'shotSetPiece', 'shotHead']",True,374779.0,,,,,8.3,69.9,1.0,771.0,255962.0,0.0,False,,1826874,82.51666666666667,1333.0,2707243167.0,a,2024-08-10T00:00:00,2024-08-10T12:30:00,1 : 1,1 : 1,0 : 0,,The MKM Stadium,96.0,Jason Knight,Head,FromCorner,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,"['touches', 'passForwardZoneAccurate', 'passKey', 'passRightFoot', 'passChipped', 'passCrossAccurate', 'keyPassLong', 'keyPassCross', 'passForward', 'passLeft', 'finalThird', 'pos']",1,0,1,0,0,0,0,0,0.04725758358836174,1,0,0,0
